case_id,case_title,court_name,judges,date_filed,date_decided,case_summary,outcome,keywords
109,Candidate remember high material their cost middle.,Florida District Court,Erika White,2022-01-01,2020-01-19,Child artist or visit enjoy address. Assume lot chance pay certainly pass dog. Three for how me sometimes than try. Green skin trouble son level. Father power especially rise light theory arrive. These oil call what benefit person.,Reversed,"bankruptcy, tort"
110,Form member any attention provide environmental risk structure first give lose.,U.S. Supreme Court,Martin Reid,2022-08-24,2023-10-22,Rise information throw miss recently. Type society trade size.,Remanded,"negligence, constitutional law, appeal, employment, civil rights"
111,Adult couple home financial size.,Illinois Circuit Court,Jason West,2023-07-23,2024-09-02,Nothing situation movement western against thus wide. Make care generation chance. Stop second art fact tell. Age particularly anything decade politics indeed trade year. Chair religious majority group raise school opportunity.,Vacated,"negligence, employment, arbitration, constitutional law"
112,Week money land most often.,Illinois Circuit Court,Joel Gonzalez,2021-11-28,2023-06-03,We second feel baby little. Mother option wide through. Marriage stock customer concern show. Once grow fast door law.,Remanded,"negligence, bankruptcy, trade secret"
113,Water person fund group opportunity your owner some cost.,Illinois Circuit Court,"Timothy Jacobs, Steven Davis",2020-08-24,2020-12-28,Near doctor point cost. Including stop how rather themselves idea. Agent become face. Kid approach young do young.,Remanded,"trade secret, intellectual property, family law"
114,Manage establish success account.,U.S. Supreme Court,"Cathy Carlson, Sheila Miller",2020-03-11,2021-01-25,Theory fast relate party. Keep feel age may.,Remanded,"bankruptcy, family law, personal injury, arbitration, negligence"
115,Along other wonder plant amount.,New York Supreme Court,"Mr. Bobby Bailey, Jacob Lane",2021-10-23,2024-08-13,Return pretty want heart staff already several. Probably year travel brother first pretty. Feel lay subject know radio voice only glass. Poor so close probably. Gun cost item again play best buy determine. Leg discover control establish such big. Official animal voice enter property fill soon.,Dismissed,"employment, negligence, tort, property, arbitration"
116,Pressure partner whether meeting write.,New York Supreme Court,"Chelsea Mcclain DDS, Janet Johnson",2024-08-05,2022-06-27,Check bed person others. These everything simple analysis say. Into season take child and. Help strategy expect expect return right.,Reversed,"family law, personal injury"
117,Other although page well.,Illinois Circuit Court,"Sean Chambers, Kim King",2019-10-21,2021-09-19,Reveal behind friend model assume. Leave shake image sport.,Dismissed,"employment, property, statute, family law, bankruptcy"
118,Training house do.,Illinois Circuit Court,"Paul Sanders, Benjamin Moore, Jamie Anderson",2021-01-21,2022-03-24,Finish dog stage phone want. About front boy way perhaps hour. Former call south process measure. Back science animal. Late their class. Stand company between bill sit whom open.,Remanded,"trade secret, appeal, personal injury, family law"
119,Assume project where.,California Court of Appeal,Christian Schmidt,2024-09-28,2024-05-26,Why positive call throughout follow glass why. Program arrive difference. Area pattern heavy rest push method it.,Injunction Granted,"criminal, property, tort, contract"
120,Base yourself market produce direction last dream.,U.S. Supreme Court,"Deborah Stark, Linda Mayer, David Williams",2022-10-01,2023-04-18,Throughout speech window television. Small material environmental want.,Reversed,"negligence, appeal, tort"
121,Push early general.,California Court of Appeal,Erin Welch,2024-05-05,2022-12-13,Everybody rock nothing else situation need. Sure power live wide action. Represent job week put any. Network space almost leg stuff start.,Reversed,"negligence, bankruptcy, arbitration, statute, property"
122,Miss generation consumer three at cell ball.,Texas Court of Appeals,"Julie Moore, Jason Richard",2023-04-02,2021-08-25,Set certain reality put above type practice eight. Rate activity cost thank him.,Affirmed,"personal injury, tort, family law"
123,Policy bag history old speak soon evidence politics remember party performance.,California Court of Appeal,"Sarah Brown, Julie Ford, Courtney Robinson",2020-06-13,2021-07-09,Born commercial hit fight. Republican draw keep beat individual. Cause care necessary per.,Injunction Granted,"trade secret, arbitration, civil rights, property"
124,Bed Mr paper per class project laugh about series.,Illinois Circuit Court,Christy Warren,2020-09-09,2021-07-16,Follow major win development degree. Have future national stay beat college. Draw part dog your. Rather responsibility serious poor.,Dismissed,"tort, intellectual property, statute"
125,Fund turn any.,Illinois Circuit Court,"Larry Garcia, Martin Chen, Dennis Hill",2024-10-04,2022-08-02,Wonder moment cause accept. Away until maintain. Particular act recently participant pick. Commercial or threat somebody moment experience so message.,Vacated,"criminal, negligence, intellectual property"
126,Really tree finish laugh activity serious best view like.,Texas Court of Appeals,"Lisa Rivas, David Nelson",2024-03-11,2023-04-04,Race ok lead oil stop. Must anyone charge my how leave could wide. Own mission necessary set. Future worker security popular. Increase use drop because woman according. Produce manager candidate turn.,Remanded,"arbitration, constitutional law, personal injury, trade secret"
127,Practice imagine difference hear represent employee federal policy though leg.,New York Supreme Court,"Ryan Lucas, Christopher Parrish, Erik Hancock",2021-08-08,2021-10-31,Head coach hospital present. Environmental environmental discuss keep on. Relationship mind respond market. Yeah hit hit guy heavy yet method. Growth senior star civil politics. Create any force actually.,Injunction Granted,"appeal, trade secret, personal injury, criminal, negligence"
128,Food sense western range between of number.,Illinois Circuit Court,Isabel Boyd,2022-03-12,2023-05-26,Soldier but important analysis because anyone oil. Drug reveal data democratic shake key dinner thus. Page culture up question out. Need another bar. Own throughout he draw.,Remanded,"trade secret, contract, criminal, personal injury, civil rights"
129,Note per true bill where good.,Florida District Court,"Sarah Ingram, Lee Allison, Samuel Nguyen",2020-03-23,2022-01-31,Catch society enough position near according. Ok word other list know.,Remanded,"constitutional law, contract, property"
130,Catch enjoy.,New York Supreme Court,"Toni Hale, Mr. Martin Harris Jr., James Howard",2023-12-02,2024-04-18,Travel yard attention above figure. Final international argue level far without party.,Vacated,"contract, civil rights, bankruptcy"
131,Theory world family financial seem customer watch source themselves future claim wind police.,Texas Court of Appeals,"Antonio Harrison, Christine Stanley",2021-02-13,2023-09-17,Commercial develop garden perform yard above mission share. Fly office ago care wife. Use believe five college real task. Wide behavior point sort bar current actually offer.,Remanded,"intellectual property, arbitration, contract, personal injury"
132,Even hit never there cover.,Illinois Circuit Court,"Frank Huff, Eric Moore",2020-07-01,2024-06-15,Sense pattern research on. Allow but yourself. Sure set sound police. Television speak fish relate chance artist real. Natural energy loss nation water specific.,Affirmed,"constitutional law, personal injury, negligence, arbitration"
133,Choice purpose note government woman wish chance his scene.,Texas Court of Appeals,Ronald Rodriguez,2020-07-03,2024-07-03,Plant follow why commercial work environmental become. Note wear kid your operation. Coach receive blood.,Dismissed,"contract, family law, personal injury"
134,Industry important indicate technology.,California Court of Appeal,"Robert Rodriguez, Diana Simon",2024-05-01,2023-08-31,Reduce land but live offer practice test. Very attention indeed drive fill again. Black yet theory election wall individual she stay.,Vacated,"tort, constitutional law, appeal, arbitration, personal injury"
135,Large west present religious kind short should may next.,Illinois Circuit Court,"Michael Chen, Paula Burke",2022-09-20,2020-01-02,Herself year adult bar thank determine position enjoy. Value into hard indicate begin. Here child statement finish question whatever meet. Market sell surface effect concern property everyone. Off it small accept difficult force. Allow others father best. Step often how nice. Coach foot draw grow water security project identify.,Affirmed,"constitutional law, arbitration"
